,id,title,first_artist,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,speechiness,duration_ms,time_signature,valence,num_bars,num_sections,num_segments
348,2JR1WeETsXmFR1kRC2oXXq,Where or When,Wynton Marsalis,['Wynton Marsalis'],0.326,0.0575,4,-16.5,1,0.99,0.887,0.281,0.301,127.397,0.0393,168667,5,0.301,72,5,450
349,0TCuQ74tuZ3YDln0u2g4nf,The Look of Love,Chris Botti,['Chris Botti'],0.728,0.318,2,-13.331,0,0.662,0.406,0.0812,0.71,89.005,0.0265,316800,4,0.71,116,13,1164
350,69XBvvMPRSlo9HjcW1tnnC,East Of The Sun (West Of The Moon),Wynton Marsalis,['Wynton Marsalis'],0.639,0.144,1,-22.226,1,0.607,0.635,0.0893,0.393,121.452,0.0388,314200,4,0.393,157,17,1121
351,7nFWZG3BdJekIElGe6cQAV,Just Friends,Chet Baker,['Chet Baker'],0.527,0.327,7,-13.932,1,0.51,0.00000904,0.0326,0.527,94.643,0.0393,164507,4,0.527,62,7,576
352,4vLYewWIvqHfKtJDk8c8tq,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,"['Miles Davis', 'John Coltrane', 'Cannonball Adderley', 'Bill Evans']",0.532,0.151,0,-17.266,1,0.706,0.00136,0.116,0.211,136.759,0.0376,562640,4,0.211,320,27,1703
353,2iUrcZcAuVIahQD0dg9HLe,Autumn Leaves,Chet Baker,['Chet Baker'],0.496,0.634,5,-10.328,0,0.779,0.402,0.0746,0.606,93.357,0.0364,423573,4,0.606,162,18,1680
354,0ijX6kf5z4BDTEZCVKUKr2,The Things We Did Last Summer,Dizzy Reece,['Dizzy Reece'],0.571,0.19,8,-14.038,1,0.961,0.885,0.122,0.309,130.589,0.0421,377933,4,0.309,209,15,1119
355,7JrgVgkA0n4AnAPvC2y6wV,When It's Sleepytime Down South,Wynton Marsalis,['Wynton Marsalis'],0.534,0.128,8,-16.076,1,0.852,0.163,0.171,0.347,89.782,0.0412,309640,4,0.347,131,11,1036
356,1z2FcRqCR6byfXDSvHq8E4,After You've Gone,Eddie Henderson,['Eddie Henderson'],0.382,0.158,10,-12.962,1,0.986,0.823,0.127,0.314,46.95,0.0466,424243,4,0.314,117,15,1186
357,3GOZbK2epuHzCt5YvvVFHO,Alone Together - Rudy Van Gelder Remaster,Kenny Dorham,['Kenny Dorham'],0.336,0.0619,5,-20.494,0,0.985,0.891,0.11,0.197,60.705,0.0363,190400,4,0.197,48,7,544
358,5aAHHNcoXd1SrF5MnbKP2k,La Belle Dame Sans Regrets,Chris Botti,['Chris Botti'],0.565,0.351,7,-17.095,1,0.495,0.565,0.165,0.248,150.097,0.0418,331493,4,0.248,205,13,1236
359,6tv6EVWMV7AIWi8PhZ0uvO,Little Girl Blue,Janis Joplin,['Janis Joplin'],0.399,0.366,5,-10.814,1,0.458,0.00431,0.117,0.143,130.246,0.035,228693,3,0.143,164,12,672
360,7tIOwGFRTM08JdAeKOELGp,Blue room,Chet Baker,['Chet Baker'],0.632,0.0378,5,-20.596,1,0.989,0.935,0.112,0.357,121.361,0.0583,520173,4,0.357,261,16,1640
361,0DBK1x25hl1TF98wRb7j8u,Brazz Street,Rick Braun,['Rick Braun'],0.762,0.552,2,-8.484,1,0.627,0.532,0.139,0.468,100.037,0.0593,282547,4,0.468,117,14,1144
362,2t2wCRWwXl3GzBe9tT3D8i,Natural,Cindy Bradley,['Cindy Bradley'],0.821,0.757,0,-7.792,1,0.429,0.331,0.164,0.726,108.012,0.042,252262,4,0.726,112,12,1013
363,2PPvPuiIamyNpc8HuJ23W4,Blue Sun,Mark Isham,['Mark Isham'],0.357,0.182,4,-16.722,0,0.62,0.749,0.107,0.228,187.574,0.0341,535800,3,0.228,419,27,1547
364,58KfgbPs8nVNzLBOJQGkla,Tenderly,Chet Baker Quartet,['Chet Baker Quartet'],0.388,0.0821,3,-17.563,1,0.963,0.68,0.167,0.223,59.631,0.0386,403640,4,0.223,127,16,1055
365,1oultry653OGegZYG0diM4,Embraceable You,The Art Farmer Quartet,['The Art Farmer Quartet'],0.526,0.036,0,-23.018,1,0.985,0.875,0.0798,0.0961,111.047,0.0514,422867,4,0.0961,226,20,1232
366,1DkanoZx9FPP09j977x5ch,"Straight, No Chaser - Live",Miles Davis Sextet,['Miles Davis Sextet'],0.504,0.361,7,-16.704,0,0.627,0.000192,0.904,0.623,95.561,0.072,526787,4,0.623,214,16,2049
367,5AiN9jsbYIVglR8MAIv9IG,Doin' Everything With You,Chuck Mangione,['Chuck Mangione'],0.469,0.44,5,-16.26,1,0.505,0.935,0.194,0.61,88.357,0.0306,422400,4,0.61,155,15,1855
368,2KnNqQX0dIvFztBIrMutud,Mandela (Bring Him Back Home!),Hugh Masekela,['Hugh Masekela'],0.714,0.7,7,-13.605,1,0.379,0.0397,0.673,0.758,113.76,0.0687,312000,4,0.758,147,11,1361
369,16KZuJfRKqMZQvmOibsVqX,Solar - Rudy Van Gelder Remaster,Miles Davis Quintet,['Miles Davis Quintet'],0.636,0.181,5,-17.511,0,0.864,0.00251,0.0706,0.697,84.203,0.0456,282867,3,0.697,130,10,1093
370,2M7EflZCPCqqRLB9hy5MDy,Feels So Good,Chuck Mangione,['Chuck Mangione'],0.576,0.603,5,-9.603,1,0.455,0.0537,0.0406,0.524,103.658,0.0329,582733,4,0.524,249,23,2194
371,681qNWaeSksUBFBqXxAknQ,Seven Steps to Heaven,Miles Davis,['Miles Davis'],0.489,0.444,5,-13.903,0,0.233,0.00126,0.123,0.658,142.752,0.0498,383560,4,0.658,225,13,1521
372,21HG0QIgIcVQ2EZeXubaqL,All of You,Miles Davis,['Miles Davis'],0.631,0.261,5,-10.988,0,0.424,0.000066,0.184,0.58,82.425,0.0424,420693,4,0.58,142,18,1532
373,0D5053IwWFsR1wZsekLw6G,After You've Gone,Wynton Marsalis,['Wynton Marsalis'],0.347,0.125,10,-14.256,1,0.908,0.785,0.101,0.192,169.036,0.0374,343587,3,0.192,301,19,983
374,5vb7At47uO0yPGfmYnAHuw,'Round Midnight (feat. John Coltrane),Miles Davis,"['Miles Davis', 'John Coltrane']",0.494,0.182,10,-11.116,0,0.79,0.00036,0.129,0.21,112.689,0.0443,355333,4,0.21,167,15,963
375,3a55Ev3zFKc3P3cNgCUGoq,In the Blue of Evening,Asi Kaplan Jazz Band,['Asi Kaplan Jazz Band'],0.55,0.165,0,-16.197,1,0.941,0.883,0.0839,0.0984,58.63,0.0336,350254,4,0.0984,85,14,823
376,6E4ek3sR3YlDOTrw57UlnM,Maiden Voyage,Art Kingsley,['Art Kingsley'],0.57,0.26,0,-20.266,1,0.958,0.901,0.0972,0.199,122.451,0.0366,320987,4,0.199,162,17,989
377,0FISgNw6RbJZ2fmN40Tb5X,Very Early,Gustav Scheringer Duo,['Gustav Scheringer Duo'],0.518,0.193,0,-16.976,1,0.894,0.884,0.236,0.181,118.818,0.0434,304500,3,0.181,214,12,773
378,0WnGSR1VwZxJE9M37zjBQ3,It's Your Smile,Wendy Marcini,['Wendy Marcini'],0.274,0.351,8,-12.784,1,0.957,0.547,0.126,0.128,59.043,0.0362,175972,4,0.128,81,9,420
379,6ifkMfpjxGakTjtOWngjYw,The Masquerade Is Over,The Jazz Cultivators,['The Jazz Cultivators'],0.469,0.136,8,-20.105,1,0.977,0.935,0.107,0.11,115.213,0.0519,239614,4,0.11,137,10,479
380,2fUmBPjqtxx9V6dF3CVGk8,City Morning Views,Carrie Carlton Quartet,['Carrie Carlton Quartet'],0.288,0.0542,9,-18.531,1,0.903,0.0773,0.124,0.0845,146.319,0.0325,191562,3,0.0845,137,9,414
381,6gzPmb75SbQGuCWwtAoutC,Chimes,Duponte et Duponte,['Duponte et Duponte'],0.458,0.0533,10,-20.472,0,0.863,0.138,0.11,0.155,96.864,0.0289,163591,4,0.155,63,8,311
382,6XdkzWraEtjlpD544ELbre,If You Could See Me Now,Back Room Jazz Trio,['Back Room Jazz Trio'],0.42,0.212,3,-18.089,1,0.978,0.907,0.123,0.213,119.443,0.0362,396556,4,0.213,199,15,1189
383,7hgumdPAIHQFL7iE1tdXYA,Stairway to the Stars,Figgy Mold,['Figgy Mold'],0.463,0.0769,0,-21.855,1,0.96,0.856,0.105,0.178,116.2,0.0389,278588,4,0.178,132,13,639
384,7o990iYFCMf3bCs8z5wGhs,Easy Living,Red Stairs Jazz Quartet,['Red Stairs Jazz Quartet'],0.415,0.112,5,-19.56,1,0.956,0.289,0.103,0.0916,100.329,0.0324,283788,4,0.0916,120,14,771
385,2bNYgVK6yXzAuFD6uMWKsv,Snow Keeps Falling,Ronald & the Fairies,['Ronald & the Fairies'],0.585,0.0359,0,-22.913,1,0.922,0.682,0.115,0.135,135.002,0.0361,151097,3,0.135,109,9,323
386,7ALLGPWvUBlCkMuWGWkt1u,Polka Dots and Moonbeams,Alexander Berman Quartet,['Alexander Berman Quartet'],0.376,0.279,5,-13.351,1,0.921,0.616,0.116,0.163,89.272,0.0358,356473,4,0.163,142,17,1066
387,0RhYQmwfGzHDBV3K8MaMDq,For Heavens Sake,Eugene Lambert,['Eugene Lambert'],0.532,0.208,5,-11.161,1,0.98,0.825,0.156,0.137,74.393,0.0328,227333,4,0.137,69,10,570
388,6JqS6NY4vXjP9sTAwH8k6N,Never Let Me Go,Alexander Martin Jazz Trio,['Alexander Martin Jazz Trio'],0.436,0.157,10,-17.516,1,0.924,0.753,0.381,0.185,84.389,0.0346,258920,4,0.185,90,10,653
389,2jbsvklNUjADVADcaedWDW,Someone to watch over me,Mandevilla,['Mandevilla'],0.524,0.126,8,-20.4,1,0.936,0.965,0.107,0.123,123.791,0.04,258000,4,0.123,134,11,608
390,1XD4j1jvrOyiRnkwrKhq7Q,Everything Happens To Me,Lisa Lugar,['Lisa Lugar'],0.374,0.0929,0,-19.19,1,0.97,0.815,0.114,0.102,181.112,0.034,273403,3,0.102,220,11,715
391,0TBwVpOEEwPDExkKPtnzef,Embraceable You,Purple Patch Band,['Purple Patch Band'],0.403,0.201,7,-14.766,1,0.951,0.403,0.114,0.105,107.877,0.0342,305091,4,0.105,154,13,780
392,2bd8JjaPL4XrbgGyWPqFms,Here´s That Rainy Day,Long Island Quartet,['Long Island Quartet'],0.383,0.111,5,-16.779,0,0.947,0.078,0.0898,0.285,100.872,0.0365,234083,4,0.285,94,10,540
393,0ehejUJtOzYTWpmysmXaMI,London Plane,Luc Brooks,['Luc Brooks'],0.463,0.108,0,-19.102,0,0.975,0.818,0.125,0.159,114.066,0.0419,199738,4,0.159,81,8,497
394,7LW4z8fGphTuqFsacBAVLb,The Nearness of You,Massimo Faraò,"['Massimo Faraò', 'Byron Wookie Landham', 'John Webber']",0.49,0.0952,3,-24.041,1,0.824,0.723,0.11,0.275,122.089,0.038,465160,4,0.275,227,21,1475
395,36cspwQPiIL9ElURDU7bGX,Blue in Green,Hudson Harris & Haim,['Hudson Harris & Haim'],0.557,0.0593,10,-23.714,1,0.827,0.772,0.108,0.15,117.939,0.0383,229885,4,0.15,109,13,552
396,40ydDb82UYQzcZlqNsVj7N,Stillness,KTZ Players,['KTZ Players'],0.533,0.0492,9,-19.517,1,0.912,0.862,0.119,0.166,96.842,0.0319,167271,4,0.166,64,7,302
397,30ARFxDvXKYaGoVO7rgMg2,On the Trail,The Village Quartet,['The Village Quartet'],0.614,0.321,5,-14.158,1,0.837,0.941,0.12,0.287,118.194,0.0369,257004,4,0.287,125,15,875
398,3V9LYEu5M1ThD7gS0lUNx7,Theme for Ernie,Sergio Rossi Trio,['Sergio Rossi Trio'],0.429,0.203,10,-15.375,0,0.911,0.916,0.091,0.122,112.787,0.0354,310227,4,0.122,146,12,804
399,79XZYbexRnaHO7cf5nJZZw,Fields of Home,Tannenbaum Trio,['Tannenbaum Trio'],0.437,0.223,7,-17.087,1,0.882,0.656,0.127,0.153,150.692,0.0327,205261,3,0.153,168,10,619
400,0IaY3Z8XKbNFMxMxBa5WeM,The Fairies,Foster Davies,['Foster Davies'],0.581,0.163,7,-18.367,0,0.926,0.614,0.118,0.386,124.204,0.0374,180471,3,0.386,121,10,540
401,4Yei8oBWmxHrq1pruXvB5X,In A Sentimental Mood,Side Room Jazz Trio,['Side Room Jazz Trio'],0.342,0.124,2,-20.334,0,0.959,0.881,0.0985,0.0609,81.884,0.0348,328897,3,0.0609,146,12,730
402,4CZOjvslnn4eNkcQC0Ubvw,My Mistake,Burt Mitchell,['Burt Mitchell'],0.299,0.0927,5,-21.554,1,0.976,0.86,0.194,0.145,94.891,0.032,297750,4,0.145,117,11,703
403,4J6GUPhrAVnfrrL32ycOMh,Let's Fall In Love,Saint Clair Quartet,['Saint Clair Quartet'],0.656,0.179,9,-18.096,0,0.987,0.913,0.136,0.387,115.759,0.0366,206594,4,0.387,97,7,579
404,063rhde3v6o8TldOoWisHA,Eastern Winds,Kuipers & Winter,['Kuipers & Winter'],0.465,0.268,0,-18.629,0,0.934,0.911,0.109,0.249,160.319,0.0345,185842,3,0.249,161,9,619
405,00XUUci0jcUyCtVgMk8AxB,Some Other Time,Lia Riggs Trio,['Lia Riggs Trio'],0.562,0.0329,0,-23.343,1,0.951,0.906,0.105,0.306,98.838,0.0408,191700,4,0.306,79,10,274
406,2shwRU5UQwywwIHpwD3ZOW,Emily,The Blue Room Band,['The Blue Room Band'],0.524,0.265,0,-15.365,1,0.933,0.886,0.186,0.218,106.487,0.0282,293970,3,0.218,170,12,868
407,63UFSr8E41KodHZ0i618am,Love Letters,The Josh Rogers Band,['The Josh Rogers Band'],0.461,0.148,7,-21.347,1,0.971,0.869,0.105,0.28,130.762,0.0308,210556,4,0.28,113,11,667
408,4GMJNNA04YDBVixAWiK5zD,Skylark,Joseph Lawrence,['Joseph Lawrence'],0.423,0.22,0,-13.499,0,0.949,0.854,0.12,0.152,107.595,0.0298,438625,4,0.152,195,21,1224
409,4r6hgUhZEHGcIRYwiO9e7R,Sleeper,Rossdale Junction,['Rossdale Junction'],0.563,0.126,11,-17.326,1,0.858,0.617,0.132,0.103,104.959,0.0315,225547,4,0.103,95,10,486
410,6qxR6arAISIf7Mm2ynH4u1,Peace,William Carter Band,['William Carter Band'],0.505,0.15,10,-17.508,1,0.972,0.836,0.11,0.169,101.114,0.0335,193775,4,0.169,82,9,469
411,5WAnt7GslqsKZOEUZ5SORP,You Left With My Heart Still Yours,Jaden Berry,['Jaden Berry'],0.369,0.0576,11,-21.441,1,0.925,0.143,0.118,0.104,183.354,0.0457,144856,3,0.104,143,7,304
412,13xSrXLmna4YBMQUvSSbJT,Laike,Petter Bergander Trio,['Petter Bergander Trio'],0.438,0.199,8,-15.573,1,0.787,0.905,0.122,0.142,91.113,0.0274,354160,4,0.142,134,19,843
413,1nCak4c8NFMJosxYkDZY2t,After You've Gone,Bleecker Jazz Duo,['Bleecker Jazz Duo'],0.583,0.038,10,-20.985,1,0.969,0.948,0.12,0.287,50.958,0.0375,199793,4,0.287,40,7,358
414,5BicIdY49XrhTcy7BNwTmI,Prelude to a Kiss,Ollie Reiss Trio,['Ollie Reiss Trio'],0.366,0.156,0,-20.677,1,0.931,0.938,0.107,0.0465,80.59,0.0346,325132,3,0.0465,156,15,745
415,184qXvZbse9pQ0hzSPGki1,Forever You,Andy Goodman,['Andy Goodman'],0.506,0.075,7,-17.784,0,0.951,0.591,0.13,0.22,57.806,0.0365,339121,4,0.22,81,13,714
416,14GHeHqz1b4U2KNaj0ZtJp,Michelle,Astoria Three,['Astoria Three'],0.333,0.0856,7,-21.033,1,0.941,0.759,0.113,0.16,172.861,0.0398,192027,3,0.16,151,9,456
417,5vFqxBA36r8w1NKDUhpt07,I´ll Never Smile Again,Steve Luke & Holloway,['Steve Luke & Holloway'],0.349,0.083,5,-21.928,0,0.945,0.899,0.168,0.0771,62.513,0.0351,245495,4,0.0771,64,9,545
418,4XJwaQOwqrfkiXkAuxZSNd,Madison,The Late Nighters,['The Late Nighters'],0.455,0.128,0,-19.533,1,0.765,0.813,0.117,0.258,179.99,0.0358,153362,3,0.258,151,8,399
419,3WEkHcJisp1XyPPNMWKAi0,Vesper,Dries Riesen,['Dries Riesen'],0.153,0.0186,2,-21.146,1,0.92,0.376,0.107,0.167,82.152,0.0399,254060,4,0.167,95,11,460
420,3idVzirKlZt0pgqhUMGM3e,Autumn in New York,Street Cats Jazz Band,['Street Cats Jazz Band'],0.324,0.243,5,-12.973,0,0.948,0.827,0.117,0.167,83.421,0.0327,368582,4,0.167,125,15,1070
421,1L2aEbr8dOnVUKoeFhmMZG,Five Years Ago,Leonard Peters,['Leonard Peters'],0.309,0.104,0,-23.378,1,0.976,0.918,0.149,0.0779,50.329,0.0428,175607,4,0.0779,57,8,400
422,3M8PoIsAz4I62I71qPTQd4,For a While,Anita Rosswell,['Anita Rosswell'],0.409,0.0462,0,-21.039,1,0.601,0.0233,0.104,0.111,97.755,0.0328,235967,4,0.111,94,13,457
423,4kfcIpwJoHkFbGOX0kmGzX,Carpet Ride,The Ebbing Tides,['The Ebbing Tides'],0.507,0.143,5,-15.619,1,0.952,0.502,0.157,0.203,121.448,0.0333,146825,3,0.203,96,7,424
424,50QdRhmKuE8C2z1NGkiKxB,Hoppet,Måns & Dotter,['Måns & Dotter'],0.518,0.144,0,-14.734,1,0.914,0.888,0.114,0.206,90.651,0.0316,155912,4,0.206,57,7,303
425,7qwMwFHW4JBRXiKRBpFE13,Duchesse,The Wallraff Group,['The Wallraff Group'],0.448,0.197,7,-15.432,1,0.977,0.469,0.0955,0.262,122.632,0.0361,210500,3,0.262,172,9,637
426,0ou3UbT1V1FaGU5oz6Q8Bo,Litania,Sparrow & Bird,['Sparrow & Bird'],0.531,0.0282,8,-20.689,1,0.596,0.314,0.114,0.157,94.739,0.0337,235175,4,0.157,92,14,376
427,2ghcpXt1t7oQfHcF5hUBP2,Maybe We'll Meet Again,Kuipers & Winter,['Kuipers & Winter'],0.584,0.139,5,-11.483,1,0.961,0.0369,0.106,0.24,106.759,0.0304,217798,4,0.24,96,9,526
428,5mCNYY6BRDmPnST93E6vrN,My One and Only Love,Lyla Lee Band,['Lyla Lee Band'],0.429,0.214,0,-14.692,1,0.933,0.776,0.12,0.207,137.798,0.0303,346427,3,0.207,226,16,1030
429,0P0YUfbBRKa1GSCSWmFd2p,Deep In A Dream,LaSalle Street Trio,['LaSalle Street Trio'],0.476,0.0808,5,-21.66,1,0.971,0.828,0.0978,0.182,113.985,0.0357,282124,4,0.182,134,15,753
430,1dGXWUU6oRMfyAJzX96C7i,Désespérés,Vernon Sanders,['Vernon Sanders'],0.344,0.0562,8,-20.749,1,0.987,0.838,0.135,0.172,88.171,0.0323,221625,4,0.172,80,10,541
431,1kA2atXO3zrz1L5uEZpVcB,Soft Like Rain,Anita Rosswell,['Anita Rosswell'],0.448,0.0556,0,-19.131,1,0.907,0.658,0.106,0.296,91.24,0.0422,168565,4,0.296,63,9,278
432,3itQmY3qDISKklo9IYsVsq,Jazzanooga,Chattanooga Trio,['Chattanooga Trio'],0.588,0.0493,1,-20.4,1,0.882,0.496,0.136,0.202,99.929,0.0355,167570,4,0.202,68,6,310
433,0v9Hxd0NqqXllkARcjXzNt,As Time Goes By,Davide Day Trio,['Davide Day Trio'],0.451,0.189,3,-18.856,1,0.93,0.794,0.105,0.0721,106.072,0.0324,314561,4,0.0721,137,19,817
434,1SJEahRau4sLSZlPDl2bnr,Blue Moon,Kendrettes,['Kendrettes'],0.504,0.0763,3,-20.882,1,0.94,0.888,0.129,0.153,114.638,0.0371,274008,4,0.153,131,11,608
435,01Y1rFJpmKXucS9yNdwin0,"Softly, as in a Morning Sunrise",Sal Ritter,['Sal Ritter'],0.519,0.151,5,-20.193,0,0.977,0.952,0.0972,0.342,141.725,0.0412,190598,4,0.342,111,8,513
436,2bYWfgNXxt4CQCPWBicqPx,I've Told Every Little Star,LaSalle Street Trio,['LaSalle Street Trio'],0.587,0.0575,2,-22.505,0,0.943,0.865,0.0928,0.146,64.996,0.0406,253213,4,0.146,66,13,647
437,2EW5zfxI27hvTxeYr8I0J7,Moonlight in Vermont,Leslie Rossiter Band,['Leslie Rossiter Band'],0.401,0.163,0,-17.182,0,0.971,0.861,0.129,0.101,101.049,0.0321,257013,4,0.101,110,13,660
438,25uz27qVvG2bgaYxnME2Qm,Goodbye Pork Pie Hat,Sixth Street Quartet,['Sixth Street Quartet'],0.367,0.123,8,-19.897,0,0.963,0.939,0.0899,0.162,79.672,0.0317,242308,3,0.162,86,9,599
439,6jEtmU0Wssyr3KObLUxFYU,I Wish I Knew,Lady Luck Trio,['Lady Luck Trio'],0.586,0.183,7,-14.421,1,0.969,0.879,0.115,0.0912,49.775,0.0397,263535,4,0.0912,53,9,586
440,3FjABO0prygR9Aku7CQk5c,Seven Falls,Hara Noda,['Hara Noda'],0.44,0.0616,0,-20.077,0,0.964,0.876,0.102,0.133,84.823,0.0394,244837,4,0.133,84,10,494
441,4BD8y4GDB03dHeFnAMEtlz,When Sunny Gets Blue,Geeder,['Geeder'],0.444,0.109,0,-15.574,1,0.924,0.699,0.215,0.182,73.094,0.0411,239913,3,0.182,95,11,591
442,4Zg4yDSFCY8aeOiR2pd1j3,När Hjertet Finder Hjem,Hviid Larsen,['Hviid Larsen'],0.647,0.157,5,-13.582,0,0.973,0.853,0.109,0.389,118.916,0.0375,129485,3,0.389,83,8,314
443,3L3QPczEW3sSf17X7rwwC3,In A Mellow Tone,The Red Robin Quartet,['The Red Robin Quartet'],0.697,0.211,8,-17.148,1,0.974,0.858,0.111,0.393,111.868,0.0351,215020,4,0.393,96,13,595
444,5xEOUPnUkpErHaxHi2D1tr,Fading Love,Burt Mitchell,['Burt Mitchell'],0.353,0.0717,5,-21.734,1,0.967,0.566,0.116,0.204,107.59,0.0318,280750,4,0.204,125,12,625
445,23G8P94lKwgXNAKH2z5VP8,Love Is a Many-Splendored Thing,Louis Silva Band,['Louis Silva Band'],0.429,0.13,0,-15.57,0,0.934,0.94,0.124,0.189,85.193,0.0319,163379,4,0.189,55,8,379
446,6vrXCt6qfdKPX6ooAu6LVz,Balladeering,KTZ Players,['KTZ Players'],0.527,0.148,2,-18.263,0,0.883,0.762,0.127,0.348,119.551,0.0415,124992,3,0.348,80,6,312
447,1dE7a8x9VA5BDo4Xzwuzy5,A Stones Throw,Ennio Máno,['Ennio Máno'],0.445,0.118,10,-10.619,1,0.978,0.252,0.124,0.117,97.581,0.0331,225637,4,0.117,91,11,453
448,2kpab8oAK2b4f6AcR076PA,To the Moon and Back,The City of Birches,['The City of Birches'],0.534,0.209,3,-17.997,1,0.82,0.0815,0.199,0.357,120.222,0.0304,307994,4,0.357,154,12,845
449,5YTYCMTxcvM29aTYRp99gm,Alfie,Long Island Quartet,['Long Island Quartet'],0.332,0.142,7,-16.503,1,0.968,0.603,0.336,0.244,102.033,0.0344,217973,3,0.244,122,13,528
450,6E1m3l49ocTr2gKzl3lFvT,In The Wee Small Hours of the Morning,The Andy Love Band,['The Andy Love Band'],0.45,0.106,0,-21.776,1,0.987,0.816,0.1,0.173,99.91,0.0314,262695,4,0.173,107,12,676
451,6e47Pg5J7YtKJwGyvoDQjd,Ask Me Again,We Three Trio,['We Three Trio'],0.456,0.211,0,-18.355,0,0.972,0.918,0.125,0.065,63.085,0.0395,250704,4,0.065,64,10,534
452,2ZWrEfcGO92ZT0A6Y0sjBU,A Drawing of Nat,Trois Amis,['Trois Amis'],0.518,0.176,7,-17.157,1,0.923,0.925,0.122,0.221,125.32,0.0501,144067,3,0.221,95,7,403
453,4xaWsmSgkCOXOaxEF0ofjy,In Thoughtful,MEGTARO,['MEGTARO'],0.486,0.1,10,-23.329,1,0.963,0.861,0.0808,0.236,95.025,0.0419,242600,4,0.236,91,9,530
454,7CFnOzCVrrPbmJk9aCTk9q,I Fall In Love Too Easily,The Jazz Cultivators,['The Jazz Cultivators'],0.37,0.207,0,-19.217,0,0.94,0.939,0.109,0.0952,99.889,0.0331,238000,4,0.0952,94,10,594
455,1IxO95D87hSIyA20XTLCiU,Postcards,Greydon Park Band,['Greydon Park Band'],0.431,0.0434,11,-22.086,1,0.934,0.253,0.112,0.0753,94.182,0.031,185459,4,0.0753,72,10,380
456,27IKNDm0VrpWOxW89GwxUZ,Everything I Have Is Yours,Oliver Richardson Quartet,['Oliver Richardson Quartet'],0.296,0.14,0,-17.393,1,0.927,0.485,0.19,0.0888,184.238,0.0339,294085,3,0.0888,220,16,748
457,7K0RtjPEyD4djyUJUQUiNG,The End Of A Love Affair,Eric Rowland,['Eric Rowland'],0.576,0.328,5,-10.995,1,0.95,0.795,0.106,0.231,117.239,0.0367,377500,3,0.231,187,16,1065
458,24mDMSSd3K07ilwCA83WzW,One of your little friends,Jasmine Patterson,['Jasmine Patterson'],0.499,0.0688,10,-22.899,1,0.954,0.852,0.0919,0.166,88.458,0.0347,163635,3,0.166,78,7,352
459,1lHu8rFjgnkUap7qLuW1Gs,All Of You,Ted Lightfoot,['Ted Lightfoot'],0.549,0.125,3,-18.696,1,0.962,0.938,0.11,0.163,121.251,0.0463,149920,4,0.163,70,7,317
460,6S6bbgUm80TdelwOPf0dsR,Winchester In Apple Blossom Time,Mandevilla,['Mandevilla'],0.415,0.126,5,-18.253,1,0.962,0.77,0.0985,0.237,177.535,0.0578,198701,3,0.237,194,9,362
461,6qmiDC8t6n6J817uqAhMYE,Caithness,Fulton Street Players,['Fulton Street Players'],0.523,0.0833,5,-20.506,1,0.758,0.699,0.111,0.213,112.493,0.0368,181256,4,0.213,81,8,309
462,3YvFRSz2nrV493DaCAEEBx,Feathers,Novo Stella,['Novo Stella'],0.261,0.0356,3,-21.496,1,0.866,0.12,0.0949,0.131,93.72,0.0314,200513,4,0.131,76,11,436
463,6RhZRRN9d78ef1Qhevnxkk,Hoping,Tom Stills Quartet,['Tom Stills Quartet'],0.48,0.139,8,-12.196,1,0.902,0.000393,0.0997,0.216,116.52,0.0319,203537,4,0.216,100,12,461
464,0MZ7p6un0inDbapCDPPIcP,Omväg,Hollbeck,['Hollbeck'],0.565,0.307,9,-14.27,0,0.834,0.925,0.125,0.507,121.619,0.0403,168698,3,0.507,110,5,452
465,6taUJ3uoR0GoCGNe8LLwGQ,I Remember Clifford,Long Island Quartet,['Long Island Quartet'],0.447,0.0848,0,-18.481,0,0.954,0.745,0.113,0.268,109.703,0.0378,183967,4,0.268,81,11,411
466,5U6viBMb17ayuEad6Inpgg,I Wish You Love,Hope Heights Jazz Band,['Hope Heights Jazz Band'],0.462,0.174,3,-18.377,1,0.98,0.872,0.116,0.212,69.302,0.0365,230108,4,0.212,64,10,507
467,1ancD3oX9uRaQ0oKrFVTi8,Its That Simple,Robert Elovsson Quartet,['Robert Elovsson Quartet'],0.381,0.0454,7,-22.697,0,0.971,0.595,0.119,0.185,92.608,0.0313,252500,4,0.185,97,14,542
468,6Io5TW0gliTyIZIssh5vS5,Silent Dreams,The City of Birches,['The City of Birches'],0.398,0.0521,0,-18.31,0,0.967,0.163,0.109,0.246,112.87,0.0367,248038,4,0.246,114,12,518
469,4z8F22xJyVwiuflJV0UW5f,Guidance,Newington Green,['Newington Green'],0.424,0.093,5,-20.552,1,0.932,0.864,0.0966,0.172,127.064,0.0372,240818,4,0.172,124,10,479
470,6i27I5FwSeruTANEO9dyIQ,Stars Fell on Alabama,Laurie Sharon Quartet,['Laurie Sharon Quartet'],0.504,0.143,0,-18.904,1,0.954,0.852,0.0915,0.121,85.884,0.0361,281400,4,0.121,99,14,782
471,1s9mbaEHeW8C3K9A2kVFkd,Danny Boy,Fast Train Jazz Band,['Fast Train Jazz Band'],0.483,0.129,3,-15.107,1,0.961,0.963,0.119,0.135,93.056,0.0442,287800,4,0.135,113,16,613
